 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.7940  32.0940   0.4550   2.7493  0.53683E+03  0.53671E+03  0.11585E+00  0.55036E+03  0.36691E-05  0.94505E+01  0.54091E+03  0.10000E+01
    5.0140   1.7940  34.3765   0.5200   3.1421  0.30094E+03  0.30053E+03  0.40822E+00  0.30331E+03  0.14903E-06  0.54608E+01  0.29785E+03  0.10000E+01
    5.0140   1.6940  20.6391   0.1750   1.0903  0.67352E+04  0.67302E+04  0.50223E+01  0.78903E+04  0.18911E+01  0.24125E+03  0.76471E+04  0.10000E+01
    5.0140   1.6940  21.2273   0.1850   1.1526  0.59841E+04  0.59799E+04  0.41596E+01  0.69606E+04  0.11406E+01  0.20478E+03  0.67547E+04  0.10000E+01
    5.0140   1.6940  21.8003   0.1950   1.2149  0.53362E+04  0.53328E+04  0.34156E+01  0.61655E+04  0.69336E+00  0.17548E+03  0.59894E+04  0.10000E+01
    5.0140   1.6940  22.3593   0.2050   1.2772  0.47742E+04  0.47714E+04  0.27773E+01  0.54805E+04  0.42437E+00  0.15111E+03  0.53290E+04  0.10000E+01
    5.0140   1.6940  22.9053   0.2150   1.3395  0.42839E+04  0.42817E+04  0.22325E+01  0.48872E+04  0.26125E+00  0.13069E+03  0.47563E+04  0.10000E+01
    5.0140   1.6940  23.4394   0.2250   1.4018  0.38539E+04  0.38522E+04  0.17699E+01  0.43703E+04  0.16160E+00  0.11351E+03  0.42567E+04  0.10000E+01
    5.0140   1.6940  23.9621   0.2350   1.4641  0.34753E+04  0.34739E+04  0.13797E+01  0.39180E+04  0.10038E+00  0.98912E+02  0.38190E+04  0.10000E+01
    5.0140   1.6940  24.4744   0.2450   1.5264  0.31401E+04  0.31391E+04  0.10526E+01  0.35201E+04  0.62564E-01  0.86478E+02  0.34336E+04  0.10000E+01
    5.0140   1.6940  24.9768   0.2550   1.5887  0.28422E+04  0.28414E+04  0.78049E+00  0.31688E+04  0.39103E-01  0.75840E+02  0.30929E+04  0.10000E+01
    5.0140   1.6940  25.4699   0.2650   1.6510  0.25765E+04  0.25759E+04  0.55622E+00  0.28574E+04  0.24496E-01  0.66703E+02  0.27906E+04  0.10000E+01
    5.0140   1.6940  25.9542   0.2750   1.7133  0.23386E+04  0.23382E+04  0.37333E+00  0.25803E+04  0.15373E-01  0.58826E+02  0.25215E+04  0.10000E+01
    5.0140   1.6940  26.6653   0.2900   1.8067  0.20265E+04  0.20263E+04  0.16433E+00  0.22196E+04  0.76597E-02  0.48949E+02  0.21706E+04  0.10000E+01
