# ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.8440  32.5574   0.4885   2.9059  0.43529E+03  0.43497E+03  0.31393E+00  0.44096E+03  0.76354E-06  0.74618E+01  0.43350E+03  0.10000E+01
    5.0140   1.8440  33.2529   0.5090   3.0278  0.36284E+03  0.36242E+03  0.41796E+00  0.36564E+03  0.27699E-06  0.63261E+01  0.35931E+03  0.10000E+01
    5.0140   1.8440  33.9358   0.5295   3.1498  0.30223E+03  0.30171E+03  0.51607E+00  0.30302E+03  0.99185E-07  0.54103E+01  0.29761E+03  0.10000E+01
    5.0140   1.8440  34.6068   0.5500   3.2717  0.25156E+03  0.25096E+03  0.60691E+00  0.25099E+03  0.35043E-07  0.46719E+01  0.24631E+03  0.10000E+01
    5.0140   1.7440  20.5293   0.1810   1.1107  0.68315E+04  0.68265E+04  0.50314E+01  0.79307E+04  0.14379E+01  0.22802E+03  0.77013E+04  0.10000E+01
    5.0140   1.7440  21.6741   0.2015   1.2365  0.54057E+04  0.54024E+04  0.33496E+01  0.61913E+04  0.51997E+00  0.16627E+03  0.60245E+04  0.10000E+01
    5.0140   1.7440  22.7639   0.2220   1.3623  0.43331E+04  0.43310E+04  0.21280E+01  0.49009E+04  0.19298E+00  0.12356E+03  0.47771E+04  0.10000E+01
    5.0140   1.7440  23.8064   0.2425   1.4880  0.35087E+04  0.35074E+04  0.12615E+01  0.39221E+04  0.72955E-01  0.93276E+02  0.38288E+04  0.10000E+01
    5.0140   1.7440  24.8076   0.2630   1.6138  0.28628E+04  0.28622E+04  0.66481E+00  0.31654E+04  0.27928E-01  0.71385E+02  0.30939E+04  0.10000E+01
    5.0140   1.7440  25.7724   0.2835   1.7396  0.23491E+04  0.23489E+04  0.27027E+00  0.25709E+04  0.10774E-01  0.55244E+02  0.25157E+04  0.10000E+01
    5.0140   1.7440  26.7045   0.3040   1.8654  0.19357E+04  0.19357E+04  0.25119E-01  0.20985E+04  0.41742E-02  0.43200E+02  0.20553E+04  0.10000E+01
    5.0140   1.7440  27.6075   0.3245   1.9912  0.16000E+04  0.16000E+04 -0.63009E-01  0.17193E+04  0.16185E-02  0.34182E+02  0.16851E+04  0.10000E+01
    5.0140   1.7440  28.4840   0.3450   2.1170  0.13253E+04  0.13254E+04 -0.95807E-01  0.14125E+04  0.62650E-03  0.27268E+02  0.13852E+04  0.10000E+01
    5.0140   1.7440  29.3365   0.3655   2.2428  0.10994E+04  0.10995E+04 -0.97723E-01  0.11629E+04  0.24156E-03  0.21900E+02  0.11410E+04  0.10000E+01
    5.0140   1.7440  30.1670   0.3860   2.3686  0.91313E+03  0.91320E+03 -0.78866E-01  0.95904E+03  0.92598E-04  0.17689E+02  0.94135E+03  0.10000E+01
    5.0140   1.7440  30.9772   0.4065   2.4944  0.75908E+03  0.75912E+03 -0.46690E-01  0.79198E+03  0.35240E-04  0.14375E+02  0.77761E+03  0.10000E+01
    5.0140   1.7440  31.7689   0.4270   2.6202  0.63148E+03  0.63148E+03 -0.66129E-02  0.65474E+03  0.13292E-04  0.11718E+02  0.64302E+03  0.10000E+01
    5.0140   1.7440  32.5432   0.4475   2.7460  0.52578E+03  0.52571E+03  0.67932E-01  0.54188E+03  0.49653E-05  0.96416E+01  0.53224E+03  0.10000E+01
    5.0140   1.7440  33.3015   0.4680   2.8718  0.43795E+03  0.43780E+03  0.15081E+00  0.44878E+03  0.18346E-05  0.79964E+01  0.44079E+03  0.10000E+01
    5.0140   1.7440  34.0447   0.4885   2.9976  0.36481E+03  0.36458E+03  0.23322E+00  0.37178E+03  0.67005E-06  0.66832E+01  0.36510E+03  0.10000E+01
    5.0140   1.7440  34.7740   0.5090   3.1234  0.30390E+03  0.30359E+03  0.31281E+00  0.30805E+03  0.24166E-06  0.56280E+01  0.30243E+03  0.10000E+01
    5.0140   1.7440  35.4902   0.5295   3.2492  0.25295E+03  0.25256E+03  0.38798E+00  0.25509E+03  0.86019E-07  0.47814E+01  0.25031E+03  0.10000E+01
    5.0140   1.7440  36.1940   0.5500   3.3750  0.21031E+03  0.20985E+03  0.45768E+00  0.21106E+03  0.30206E-07  0.40954E+01  0.20696E+03  0.10000E+01
    5.0140   1.6440  20.2099   0.1605   1.0150  0.73908E+04  0.73850E+04  0.58147E+01  0.87964E+04  0.38918E+01  0.29311E+03  0.84994E+04  0.10000E+01
    5.0140   1.6440  21.4762   0.1810   1.1446  0.57553E+04  0.57513E+04  0.40072E+01  0.67472E+04  0.13541E+01  0.20990E+03  0.65360E+04  0.10000E+01
    5.0140   1.6440  22.6751   0.2015   1.2743  0.45539E+04  0.45512E+04  0.26684E+01  0.52645E+04  0.48805E+00  0.15269E+03  0.51113E+04  0.10000E+01
